Preferred Name	NCGC Lib	SMILES	ML	Report Title	Probe Report URL (old mli links are down)	Source	Probe Present	comment	MLS_ID	SMR_ID	SID	CIDs
	MLS000394288-01	COc1ccc(cc1NC(=O)c1cc2CCCCc2s1)S(=O)(=O)N1CCOCC1	ML186	Screening for Selective Ligands for GPR55 - Agonists	http://www.ncbi.nlm.nih.gov/books/NBK66152	NCBI Bookshelf Probe Report	Probe present		"MLS000394288, MLS003177329"	SMR000248344	87225730	
	MLS003179193-01|NCGC00386921-01	C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)S(=O)(=O)c2ccc3OCCOc3c2)Oc2c(NC(=O)Nc3cccc4ccccc34)cccc2C1=O	ML187	Identification of Small Molecule Inhibitors that Suppress Cytokine-Induced Apoptosis in Human Pancreatic Islet Cells	http://www.ncbi.nlm.nih.gov/books/NBK65431	NCBI Bookshelf Probe Report	Probe present		MLS003179193	SMR001883308	"143472000, 99376568"	
	MLS003172139-01|MLS003172140-01|NCGC00386917-01	CC(C)(C)NC(=O)[C@H](N(C(=O)c1ccco1)c1ccc(cc1)C(C)(C)C)c1cccnc1	ML188	"Discovery of non-covalent inhibitors of the SARS main proteinase 3CLpro 
Non-covalent triazole-based inhibitors of the SARS main proteinase 3CLpro"	"http://www.ncbi.nlm.nih.gov/books/NBK133447 
http://www.ncbi.nlm.nih.gov/books/NBK143547"	NCBI Bookshelf Probe Report	Probe present		"MLS003172139, MLS003172140"	"SMR001876044, SMR001876045"	"143471941, 99350510"	
	MLS000676065-01|NCGC00386822-01	Clc1ccc(cc1)C(=O)N1CCN(CC1)c1ccnc2cc(Cl)ccc12	ML189	Identification of small molecules that selectively inhibit fluconazole-resistant Candida albicans in the presence of fluconazole but not in its absence	http://www.ncbi.nlm.nih.gov/books/NBK143188	NCBI Bookshelf Probe Report	Probe present		"MLS000676065, MLS003179195"	SMR000296226	"143472002, 99245542, 99376514"	
	MLS003179295-01|NCGC00379218-01|NCGC00379218-02|NCGC00379218-03|NCGC00379218-04	COc1ccc(cc1)N1CCN(CCCNC(=O)Cn2c3nccc(C)c3n3cccc3c2=O)CC1	ML190	Antagonist for the Kappa Opioid Receptor	http://www.ncbi.nlm.nih.gov/books/NBK66151/	NCBI Bookshelf Probe Report	Probe present		"MLS003179295, MLS006028358"	SMR001883410	"143472044, 88442997"	
	MLS001116074-01|NCGC00386924-01|NCGC00386924-02|NCGC00386924-03|NCGC00386924-04	Cc1ccc(cc1)C1(CC1)C(=O)N1CCC(CC1)n1nc(oc1=O)-c1ccccc1	ML191	Screening for Selective Ligands for GPR55 - Antagonists	http://www.ncbi.nlm.nih.gov/books/NBK66153	NCBI Bookshelf Probe Report	Probe present		"MLS001116074, MLS003183111"	SMR000625852	"143472057, 87225750"	
	MLS000526305-01|NCGC00386920-01|NCGC00386920-02|NCGC00386920-03	Cc1nc(N2CCN(CC2)C(=O)c2ccco2)c2c3CCCCc3sc2n1	ML192	Screening for Selective Ligands for GPR55 - Antagonists	http://www.ncbi.nlm.nih.gov/books/NBK66153	NCBI Bookshelf Probe Report	Probe present		"MLS000526305, MLS003183105, MLS006029944"	SMR000116779	"143472051, 87225747"	
	MLS000862518-01|NCGC00370745-01|NCGC00370745-02|NCGC00370745-03|NCGC00370745-04|NCGC00370745-05	Cc1noc(NS(=O)(=O)c2ccc(NC(=O)c3cc(nc4c(C)cc(C)cc34)-c3ccccn3)cc2)c1C	ML193	Screening for Selective Ligands for GPR55 - Antagonists	http://www.ncbi.nlm.nih.gov/books/NBK66153	NCBI Bookshelf Probe Report	Probe present		"MLS000862518, MLS003183099, MLS006028592"	SMR000300559	"143472045, 87225762"	
	MLS000834953-01|NCGC00386872-01|NCGC00386872-02|NCGC00386872-03|NCGC00386872-04|NCGC00386872-05|NCGC00386872-06	COC(=O)c1cnn(c1\C=N\NC(=S)NC(C)(C)C)-c1ccc(F)cc1F	ML194	Selective GPR35 Antagonists - Probe 3	http://www.ncbi.nlm.nih.gov/books/NBK98924	NCBI Bookshelf Probe Report	Probe present		"MLS000834953, MLS003177459"	SMR000461569	"143471955, 99309109"	
	MLS002729084-01|NCGC00185981-01|NCGC00185981-02|NCGC00185981-03|NCGC00185981-04|NCGC00185981-05	CN(Cc1csc(C)n1)c1ncnc2ccc(cc12)-c1ccc2OCOc2c1	ML195		missing	missing	Probe present - assume remove	"""PT RECOMMENDS NOT APPROVING THIS PROBE"""	"MLS002729084, MLS003179271"	SMR001600609	"143471923, 99495795, 85239768"	
	MLS003179265-01|NCGC00229610-01|NCGC00229610-02|NCGC00229610-03|NCGC00229610-04	C(Nc1ncnc2ccc(cc12)-c1ccc2OCOc2c1)C1CCOC1	ML196		missing	missing	Probe present - assume remove	"""PT RECOMMENDS NOT APPROVING THIS PROBE"""	MLS003179265	SMR001883370	"143471917, 99380785"	
	MLS003179277-01|NCGC00185963-01|NCGC00185963-02|NCGC00185963-03|NCGC00185963-04|NCGC00185963-05	Cc1nc(CNc2ncnc3ccc(cc23)-c2ccc3OCOc3c2)cs1	ML197		missing	missing	Probe present - assume remove	"""PT RECOMMENDS NOT APPROVING THIS PROBE"""	MLS003179277	SMR001883379	"143471928, 85239750"	
	NCGC00188758-01|NCGC00188758-02|NCGC00188758-03|NCGC00188758-04|NCGC00188758-05	Cc1cc(C)n2ncc(C(=O)Nc3ccc(cc3)C#C)c2n1	ML198	"Discovery, SAR, and Biological Evaluation of Non-inhibitory Chaperones of Glucocerebrosidase"	http://www.ncbi.nlm.nih.gov/books/NBK143537	NCBI Bookshelf Probe Report	Probe present		MLS003179259	SMR001883364	"170363379, 99368009"	
	MLS003178551-01|NCGC00185090-01|NCGC00185090-02|NCGC00185090-03|NCGC00185090-04|NCGC00185090-05|NCGC00185090-06|NCGC00185090-07|NCGC00185090-08	CC(=O)Nc1sc2CNCc2c1-c1nc2ccccc2s1	ML199	Small Molecule Inhibitors of the Human Apurinic/apyrimidinic Endonuclease 1 (APE1)	http://www.ncbi.nlm.nih.gov/books/NBK133448	NCBI Bookshelf Probe Report	Probe present		"MLS002607788, MLS003178551"	SMR001522662	99430950	
	MLS003179283-01|NCGC00187898-01|NCGC00187898-02|NCGC00187898-03	CSc1ccc(cc1)-c1cnc(s1)N1CCC(CC1)C(N)=O	ML200	"Discovery, SAR and Biological Evaluation of Aryl-thiazol-piperidines as SMN Modulators"	http://www.ncbi.nlm.nih.gov/books/NBK63597	NCBI Bookshelf Probe Report	Probe present	"""Resubmitted version (ML200) slight modification of original scaffold (ML153)"""	MLS003179283	SMR001883385	"143471934, 99367992"	
	MLS001030468 -02|MLS001030468-01|NCGC00187771-01|NCGC00187771-02|NCGC00187771-03|NCGC00187771-04	CC(=O)c1ccc(cc1)N1CCN(CC1)S(=O)(=O)c1ccc2NC(=O)Cc2c1	ML201	"5-(4-(4-Acetylphenyl)piperazin-1-ylsulfonyl)indolin-2-one Analogs as Inhibitors of Acid alpha-Glucosidase for Potential Chaperone Treatment of Pompe Disease or Intervention for Diabetes Mellitus Type 2 
Discovery, SAR, and Biological Evaluation of a Non-Inhibitory Chaperone for Acid Alpha Glucosidase"	"http://www.ncbi.nlm.nih.gov/books/NBK153219 
http://www.ncbi.nlm.nih.gov/books/NBK153221"	NCBI Bookshelf Probe Report	Probe present		"MLS001030468, MLS002703121, MLS006033280"	"SMR000635410, SMR001566926"	"164347654, 89650105, 89650104"	
	MLS003178535-01|NCGC00186527-01|NCGC00186527-02|NCGC00186527-03|NCGC00186527-04|NCGC00186527-05|NCGC00188894-01|NCGC00188895-01|NCGC00386918-01|NCGC00386918-02	COc1cccc(Cn2ncc3c4sc(cc4n(C)c3c2=O)S(C)=O)c1	ML202	Identification of activators for the M2 isoform of human pyruvate kinase Version 3	http://www.ncbi.nlm.nih.gov/books/NBK56225	NCBI Bookshelf Probe Report	Probe present		MLS003178535	SMR001882345	"143471966, 85267884"	
	MLS003178529-01|NCGC00185916-01|NCGC00185916-02|NCGC00185916-03|NCGC00185916-04|NCGC00185916-05|NCGC00185916-06|NCGC00185916-07	Nc1cccc(c1)S(=O)(=O)N1CCCN(CC1)S(=O)(=O)c1ccc2OCCOc2c1	ML203	Identification of activators for the M2 isoform of human pyruvate kinase Version 3	http://www.ncbi.nlm.nih.gov/books/NBK56225	NCBI Bookshelf Probe Report	Probe present		"MLS003178529, MLS006032211"	"SMR001882341, SMR004727304"	"143471961, 87225694"	
	MLS001007138-01|MLS003227299-01|NCGC00379188-01|NCGC00379188-02|NCGC00379188-03|NCGC00379188-04	Cc1cc(nc2ccccc12)N1CCCCC1	ML204	Novel Chemical Inhibitor of TRPC4 Channels	http://www.ncbi.nlm.nih.gov/books/NBK65430	NCBI Bookshelf Probe Report	Probe present		"MLS001007138, MLS006027449, MLS003227299"	"SMR000352458, SMR001910944"	"143471936, 103061324, 97362164"	
	MLS003337117-01|NCGC00386831-01	CC(C)(C)c1ccc(cc1)C(=O)Nc1cc(Cl)c(Br)cc1C(O)=O	ML205	Identification of Inhibitors of Trypanosoma brucei Hexokinases	http://www.ncbi.nlm.nih.gov/books/NBK63599	NCBI Bookshelf Probe Report	Probe present		MLS003337117	SMR002044289	"143472161, 99437306"	
	MLS000733716-01|MLS003221389-01|MLS003221391-01|NCGC00189332-01|NCGC00189332-02|NCGC00189555-01|NCGC00189556-01|NCGC00189556-02|NCGC00386914-01	Fc1ccc(c(F)c1)-n1ncc2[C@@H](CCCc12)NC(=O)c1ccccn1	ML206	"Modulators of Lipid Storage 
ML360, A Potent Inhibitor of Lipid Droplet Formation"	"http://www.ncbi.nlm.nih.gov/books/NBK153217 
http://www.ncbi.nlm.nih.gov/books/NBK179824"	NCBI Bookshelf Probe Report	Probe present		"MLS000733716, MLS003221389, MLS003221391"	"SMR000316812, SMR001905924, SMR001905926"	"143472012, 99381576"	
	MLS003224199-01|NCGC00238551-01|NCGC00238551-02|NCGC00238551-03	CCOc1ccc(CCNC(=O)c2cc3sccc3n2Cc2ccccc2)cc1OCC	ML207	Modulators of Lipid Storage	http://www.ncbi.nlm.nih.gov/books/NBK153217/	NCBI Bookshelf Probe Report	Probe present - assume remove	"""This chemotype was dropped after Y3 evaluation 1, the second draft of the report claims only ML206, ML219, ML220"""	MLS003224199	SMR001907364	"143471935, 99381593"	
	NCGC00186457-01|NCGC00186457-02	Brc1ccc2c(c1)nc1sc(Nc3ccc4CCCc4c3)nn1c2=O	ML208		missing	missing	Probe present - assume remove		MLS003221412	SMR001905945	103061607	
	MLS003221401-01|NCGC00189175-01|NCGC00189175-02|NCGC00189175-03|NCGC00238427-01|NCGC00238427-02|NCGC00238427-03|NCGC00238428-01|NCGC00238428-02|NCGC00238428-03|NCGC00250080-01|NCGC00250136-01|NCGC00386916-01	COc1cc(O)c([C@@H](CC(=O)N2CC(C)CC(C)C2)c2ccc3OCOc3c2)c(OC)c1	ML209	Identification of Potent and Selective RORÎ_ Antagonists	http://www.ncbi.nlm.nih.gov/books/NBK133441	NCBI Bookshelf Probe Report	Probe present	CID 4694339	MLS003221401	SMR001905936	"143472023, 160658355, 99455330"	4694339
	MLS003265661-01|NCGC00386679-01|NCGC00386679-02|NCGC00386679-03	Cc1onc(C(=O)N2CCN(CC2)C(c2ccc(Cl)cc2)c2ccc(Cl)cc2)c1[N+]([O-])=O	ML210	Screen for RAS-Selective Lethal Compounds and VDAC Ligands - Probe 2	http://www.ncbi.nlm.nih.gov/books/NBK98919	NCBI Bookshelf Probe Report	Probe present		MLS003265661	SMR001941104	"143472074, 103023280"	
	NCGC00370714-01|NCGC00370714-02|NCGC00370714-03	CC(C)(C)C1CCN(CC1)C(=O)n1ncc(n1)C(O)(c1ccccc1)c1ccccc1	ML211	"Optimization and characterization of a triazole urea inhibitor for platelet-activating factor acetylhydrolase type 2 (PAFAH2) 
Optimization and characterization of a triazole urea inhibitor for alpha/beta hydrolase domain-containing protein 11 (ABHD11): anti-probe for LYPLA1/LYPLA2 dual inhibitor ML211 
Optimization and characterization of a triazole urea dual inhibitor for lysophospholipase 1 (LYPLA1) and lysophospholipase 2 (LYPLA2) 
Optimization and characterization of a triazole urea inhibitor for diacylglycerol lipase beta (DAGL-Î_) 
Optimization and characterization of triazole urea inhibitors for abhydrolase domain containing protein 6 (ABHD6) 
Characterization of a Selective, Reversible Inhibitor of Lysophospholipase 1 (LYPLA1) 
Characterization of a Selective, Reversible Inhibitor of Lysophospholipase 2 (LYPLA2) 
An in Vivo Active Carbamate-based Dual Inhibitor of Lysophospholipase 1 (LYPLA1) and Lysophospholipase 2 (LYPLA2) 
Probe Reports from the NIH Molecular Libraries Program 
Year 3 Reports"	"http://www.ncbi.nlm.nih.gov/books/NBK133429 
http://www.ncbi.nlm.nih.gov/books/NBK133434 
http://www.ncbi.nlm.nih.gov/books/NBK133440 
http://www.ncbi.nlm.nih.gov/books/NBK133443 
http://www.ncbi.nlm.nih.gov/books/NBK143552 
http://www.ncbi.nlm.nih.gov/books/NBK189924 
http://www.ncbi.nlm.nih.gov/books/NBK189927 
http://www.ncbi.nlm.nih.gov/books/NBK259193 
http://www.ncbi.nlm.nih.gov/books/NBK47352 
http://www.ncbi.nlm.nih.gov/books/NBK63600"	NCBI Bookshelf Probe Report	Probe present	"""Incorrect CID listed in report"""	MLS003336859	SMR002042144	99445338	
	MLS003271341-01|NCGC00386859-01	COC(=O)Cn1nc(-c2cccc(OC)c2)c2ccccc12	ML212	Identification of small molecules that selectively inhibit fluconazole-resistant Candida albicans in the presence of fluconazole but not in its absence - Probe 2	http://www.ncbi.nlm.nih.gov/books/NBK98920	NCBI Bookshelf Probe Report	Probe present		MLS003271341	SMR001950925	"143472070, 104179792"	
	MLS001211210-01|NCGC00379147-01|NCGC00379147-02|NCGC00379147-03|NCGC00379147-04|NCGC00379147-05|NCGC00379147-06	Cc1cc(C)c(NC(=O)C2CC3CCC2C3)c(C)c1	ML213	A small molecule activator of KCNQ2 and KCNQ4 channels	http://www.ncbi.nlm.nih.gov/books/NBK133435	NCBI Bookshelf Probe Report	Probe present		"MLS001211210, MLS003370512, MLS006028532"	SMR000514557	"143472173, 104223736"	
	MLS000687758-01	Cn1c2ccccc2c(Cl)c([N+]([O-])=O)c1=O	ML214	"Probe Reports from the NIH Molecular Libraries Program 
Discovery of Inhibitors of Anti-Apoptotic Protein A1"	"http://www.ncbi.nlm.nih.gov/books/NBK47352 
http://www.ncbi.nlm.nih.gov/books/NBK98916"	NCBI Bookshelf Probe Report	Probe present		"MLS000687758, MLS003370521"	SMR000283639	"110167736, 99432301"	
	MLS001163538-01|NCGC00386892-01	COc1ccc(-c2nn(cc2\C=C2\SC(=S)N(CCC(O)=O)C2=O)-c2ccccc2)c(C)c1	ML215	Potent Anti-Diabetic Actions of a Novel Non-Agonist PPAR_ Ligand that Blocks Cdk5-Mediated Phosphorylation	http://www.ncbi.nlm.nih.gov/books/NBK143191/	NCBI Bookshelf Probe Report	Probe present - assume remove	"CID 1328217, called ""old probe"" in this report, ""Replaced by ML244"""	"MLS001163538, MLS003512199"	SMR000497337	"143472226, 91762765"	1328217
	MLS003370591-01|NCGC00189393-01|NCGC00189393-02|NCGC00189393-03|NCGC00189393-04|NCGC00189393-05|NCGC00189393-06|NCGC00189393-07|NCGC00189393-08|NCGC00189393-09|NCGC00189393-10	Fc1ccc(NC(=O)Nc2nnc(s2)-c2ccncc2)cc1C(F)(F)F	ML216	"Discovery of ML216, a Small Molecule Inhibitor of Bloom (BLM) Helicase 
Probe Reports from the NIH Molecular Libraries Program 
Year 3 Reports"	"http://www.ncbi.nlm.nih.gov/books/NBK154497 
http://www.ncbi.nlm.nih.gov/books/NBK47352 
http://www.ncbi.nlm.nih.gov/books/NBK63600"	NCBI Bookshelf Probe Report	Probe present		"MLS003370591, MLS006010827"	SMR002044684	"143472121, 104222021, 104222022"	
	MLS003370597-01|NCGC00114713-01|NCGC00114713-02|NCGC00114713-03|NCGC00114713-04|NCGC00114713-05|NCGC00114713-06|NCGC00114713-07|NCGC00114713-08	Cc1ccc(OCCn2c(CCNC(=O)C3CCCCC3)nc3ccccc23)cc1	ML217	Reversible and non-covalent benzimidazole-based in vivo lead for Chagas disease	http://www.ncbi.nlm.nih.gov/books/NBK133417	NCBI Bookshelf Probe Report	Probe present		MLS003370597	SMR002044689	"143472124, 104219746"	
	MLS003431854-01|NCGC00379143-01|NCGC00379143-02|NCGC00386915-01	CC(C)(C)CCN1C[C@H]2C(CNC(=O)c3cc(Cl)cc(Cl)c3)[C@H]2C1	ML218	Scaffold Hopping Affords a Highly Selective in vitro and in vivo T-Type Calcium Inhibitor Probe Free From IP Issues	http://www.ncbi.nlm.nih.gov/books/NBK143195	NCBI Bookshelf Probe Report	Probe present		MLS003431854	SMR002112449	"143472098, 92310249"	
	MLS003221395-01|NCGC00241426-01|NCGC00241426-02|NCGC00241426-03	CCOc1ccc(CCNC(=O)c2cc3sccc3n2Cc2cccc(C)c2)cc1OCC	ML219	"Modulators of Lipid Storage 
ML360, A Potent Inhibitor of Lipid Droplet Formation"	"http://www.ncbi.nlm.nih.gov/books/NBK153217 
http://www.ncbi.nlm.nih.gov/books/NBK179824"	NCBI Bookshelf Probe Report	Probe present		MLS003221395	SMR001905930	"143472017, 160779721, 99460848"	
	MLS003390985-01|NCGC00241450-01	CCOC(=O)C1CCN(CC1)C(=O)C(C)(C)NC(=O)Nc1ccccc1Cl	ML220	"Modulators of Lipid Storage 
ML360, A Potent Inhibitor of Lipid Droplet Formation"	"http://www.ncbi.nlm.nih.gov/books/NBK153217 
http://www.ncbi.nlm.nih.gov/books/NBK179824"	NCBI Bookshelf Probe Report	Probe present		MLS003390985	SMR002095887	"143472181, 99460839"	
	MLS003389520-01|NCGC00370734-01|NCGC00370734-02|NCGC00370734-03|NCGC00370734-04|NCGC00370734-05|NCGC00370734-06	[O-][N+](=O)c1ccc(cc1)C(=O)Oc1coc(CSc2ncccn2)cc1=O	ML221	Probe Structure & Characteristics	http://www.ncbi.nlm.nih.gov/books/NBK133430	NCBI Bookshelf Probe Report	Probe present		"MLS003389520, MLS006028329"	SMR002078184	"143472109, 103061721"	
ROTTLERIN	NCGC00015896-01|NCGC00025228-01|NCGC00025228-02|NCGC00025228-03|NCGC00025228-04|NCGC00025228-05|NCGC00025228-06|NCGC00025228-07|NCGC00025228-08|NCGC00025228-09|NCGC00025228-10|NCGC00025228-11|NCGC00025228-12|NCGC00025228-13|NCGC00025228-14|NCGC00025228-15|NCGC00025228-16|NCGC00025228-17|NCGC00025228-18|NCGC00261737-01	CC(=O)c1c(O)c(C)c(O)c(Cc2c(O)c3C=CC(C)(C)Oc3c(C(=O)\C=C\c3ccccc3)c2O)c1O	ML222		missing	missing	Probe present - assume remove	"""Center Withdrawn"""	"MLS000069649, MLS003370622, MLS006029708"	SMR000058242	"143472149, 109816921"	
RO-5-3335	MLS000736730-01|NCGC00185960-01|NCGC00185960-02|NCGC00185960-03|NCGC00185960-05|NCGC00185960-06|NCGC00185960-07	Clc1ccc2NC(=O)CN=C(c3ccc[nH]3)c2c1	ML223	"Year 4 Reports 
ML223: A Small Molecule Probe With In Vivo Activity Against Acute Myeloid Leukemia Subtype M4Eo 
Probe Reports from the NIH Molecular Libraries Program"	"http://www.ncbi.nlm.nih.gov/books/NBK133419 
http://www.ncbi.nlm.nih.gov/books/NBK133444 
http://www.ncbi.nlm.nih.gov/books/NBK47352"	NCBI Bookshelf Probe Report	Probe present		"MLS000736730, MLS003370628"	SMR000528305	"143472155, 109967254"	
	MLS003370609-01|NCGC00242364-01|NCGC00242364-02|NCGC00242364-03|NCGC00242364-04|NCGC00242364-05|NCGC00242364-06	COc1ccc(cc1COc1c(C)cc(NC(C)=O)cc1C)C1Nc2ccccc2C(=O)N1Cc1ccco1	ML224	Identification of Thyroid Stimulating Hormone Receptor Inverse Agonists	http://www.ncbi.nlm.nih.gov/books/NBK133424	NCBI Bookshelf Probe Report	Probe present		MLS003370609	SMR002044701	"143472136, 109967290"	
		O=C(N1CCCC1)n1ncc(n1)-c1ccc(cc1)-c1ccccc1	ML225	"Optimization and characterization of a triazole urea inhibitor for platelet-activating factor acetylhydrolase type 2 (PAFAH2) 
Optimization and characterization of a triazole urea inhibitor for diacylglycerol lipase beta (DAGL-Î_) 
Optimization and characterization of triazole urea inhibitors for abhydrolase domain containing protein 6 (ABHD6)"	"http://www.ncbi.nlm.nih.gov/books/NBK133429 
http://www.ncbi.nlm.nih.gov/books/NBK133443 
http://www.ncbi.nlm.nih.gov/books/NBK143552"	NCBI Bookshelf Probe Report	Probe present	"""Incorrect CID listed in report"" correct  is CID 56593029"	MLS003448139	SMR002121644	"143472208, 103913572"	
		CCC1CCCCN1C(=O)n1ncc(n1)C(O)(c1ccccc1)c1ccccc1	ML226	"Optimization and characterization of a triazole urea inhibitor for platelet-activating factor acetylhydrolase type 2 (PAFAH2) 
Optimization and characterization of a triazole urea inhibitor for alpha/beta hydrolase domain-containing protein 11 (ABHD11): anti-probe for LYPLA1/LYPLA2 dual inhibitor ML211 
Optimization and characterization of a triazole urea dual inhibitor for lysophospholipase 1 (LYPLA1) and lysophospholipase 2 (LYPLA2) 
Optimization and characterization of a triazole urea inhibitor for diacylglycerol lipase beta (DAGL-Î_) 
Optimization and characterization of triazole urea inhibitors for abhydrolase domain containing protein 6 (ABHD6)"	"http://www.ncbi.nlm.nih.gov/books/NBK133429 
http://www.ncbi.nlm.nih.gov/books/NBK133434 
http://www.ncbi.nlm.nih.gov/books/NBK133440 
http://www.ncbi.nlm.nih.gov/books/NBK133443 
http://www.ncbi.nlm.nih.gov/books/NBK143552"	NCBI Bookshelf Probe Report	Probe present	"""Incorrect CID listed in report"" correct is CID 56593112"	"MLS003336862, MLS003448140"	SMR002042147	"143472085, 99445332"	
		OC(C1CCCC1)(C1CCN(CCCOc2ccc(cc2)C#N)CC1)c1ccccc1	ML227	"Inhibitors of the Menin-Mixed Lineage Leukemia (MLL) Interaction 
Progress towards small molecule inhibitors of the Menin-Mixed Lineage Leukemia (MLL) interaction with in vivo utility"	"http://www.ncbi.nlm.nih.gov/books/NBK133428 
http://www.ncbi.nlm.nih.gov/books/NBK280055"	NCBI Bookshelf Probe Report	Probe present		MLS003431866	SMR002112461	99432383	
	MLS003431857-01|NCGC00379161-01|NCGC00379161-02|NCGC00379161-03|NCGC00379161-04	C(Nc1nc(nnc1-c1ccccc1)-c1ccccn1)c1ccc(cc1)-c1ccccc1	ML228	Discovery of a Small Molecule Activator of the Hypoxia Inducible Factor Pathway	http://www.ncbi.nlm.nih.gov/books/NBK143197	NCBI Bookshelf Probe Report	Probe present		"MLS003431857, MLS006028301"	SMR002112452	"143472101, 111978103"	
	MLS001159124-01|NCGC00386896-01	O=C(Cn1c2ccccc2c2nc3SCCn3c(=O)c12)N1CCCC1	ML229	Identification of Small Molecules that Selectively Inhibit Fluconazole-Resistant Candida Albicans in the Presence of Fluconazole but not in its Absence - Probe 3	http://www.ncbi.nlm.nih.gov/books/NBK98918	NCBI Bookshelf Probe Report	Probe present		"MLS001159124, MLS003390980"	SMR000651449	"143472178, 112378965"	
	MLS003116117-01|NCGC00370715-01|NCGC00370715-02|NCGC00370715-03|NCGC00370715-04|NCGC00370715-05	O=C(N1CCN(CC1)c1cc(nc2cc(nn12)-c1ccccc1)-c1ccco1)c1ccoc1	ML230	Probe Structure & Characteristics	http://www.ncbi.nlm.nih.gov/books/NBK133425	NCBI Bookshelf Probe Report	Probe present		"MLS003116117, MLS003337111"	SMR001831669	"143472115,99359893, 88095709"	
	MLS000769813-01|NCGC00386820-01	CNc1nc(N)c(c(Nc2cccc(Cl)c2)n1)[N+]([O-])=O	ML231	Profiling a Selective Probe for RTG Branch of Yeast TORC1 Signaling Pathway	http://www.ncbi.nlm.nih.gov/books/NBK133439	NCBI Bookshelf Probe Report	Probe present		"MLS000769813, MLS003592619"	SMR000434546	"143472231, 99300522"	
	MLS003659049-01|MLS004492407-01|NCGC00386890-01	Cc1ccc(C)c(NC(=O)[C@@H]2CCCN2S(=O)(=O)c2cccc3cccnc23)c1	ML232	"A Cell Based HTS Approach for the Discovery of New Inhibitors of RSV 
Probe Reports from the NIH Molecular Libraries Program"	"http://www.ncbi.nlm.nih.gov/books/NBK133442 
http://www.ncbi.nlm.nih.gov/books/NBK47352"	NCBI Bookshelf Probe Report	Probe present		"MLS003659049, MLS004492407"	"SMR002343184, SMR003290006"	"143472248, 104169543"	
	MLS003429729-01|NCGC00370736-01|NCGC00370736-02|NCGC00370736-03|NCGC00370736-04|NCGC00370736-05	CC1=CC(=O)C(=C\C1=N/OS(=O)(=O)c1ccccc1)C1CCCCC1	ML233	Probe Structure & Characteristics	http://www.ncbi.nlm.nih.gov/books/NBK98921	NCBI Bookshelf Probe Report	Probe present		MLS003429729	SMR002098964	"143472088, 99361200"	
	NCGC00386901-01	O=C(Nc1nc2ccccc2s1)c1cccs1	ML234		missing	missing	Probe present - assume remove		"MLS000071912, MLS003447215"	SMR000009545	"143472196, 104222812"	
	MLS000626734-01|NCGC00386843-01	Oc1ccccc1\C=C\c1noc(n1)-c1ccccc1O	ML235		missing	missing	Probe present - assume remove		"MLS000626734, MLS003447209"	SMR000299118	"143472194, 104222653"	
	MLS000083181-01|NCGC00070194-01|NCGC00070194-02	CNC(=O)CCc1nc(no1)-c1ccc(cc1)C(C)(C)C	ML236	B-cell Specific Inhibitors of NF-ÎºB Activation	http://www.ncbi.nlm.nih.gov/books/NBK126176	NCBI Bookshelf Probe Report	Probe present		"MLS000083181, MLS003448165"	SMR000046910	"143472188, 103061970, 103061876"	
	MLS001030720-01|NCGC00386824-01	CCOc1ccc(cc1)-c1nc(CSCC(=O)NC2CC2)c(C)o1	ML237	B-cell Specific Inhibitors of NF-ÎºB Activation	http://www.ncbi.nlm.nih.gov/books/NBK126176	NCBI Bookshelf Probe Report	Probe present		"MLS001030720, MLS003448159"	SMR000635235	"143472182, 103061890"	
	MLS003448149-01|NCGC00242441-01|NCGC00242441-02|NCGC00242441-03	C[C@@H](CN(C)C)N1C[C@@H](C)[C@H](CN(C)S(=O)(=O)c2ccc(F)cc2)OCCCC[C@H](C)Oc2ccc(NC(=O)Nc3ccccc3)cc2C1=O	ML238	"ML238: An Antimalarial Small Molecule of a Unique Structural Class 
Probe Reports from the NIH Molecular Libraries Program 
Year 3 Reports"	"http://www.ncbi.nlm.nih.gov/books/NBK114716 
http://www.ncbi.nlm.nih.gov/books/NBK47352 
http://www.ncbi.nlm.nih.gov/books/NBK63600"	NCBI Bookshelf Probe Report	Probe present		MLS003448149	SMR002121664	"143472212, 113585210"	
	MLS003442353-01|NCGC00386900-01|NCGC00386900-02|NCGC00386900-03|NCGC00386900-04|NCGC00386900-05|NCGC00390435-01	Clc1cc(Cl)c(OCC(=O)NN=Cc2ccc[nH]2)c(Cl)c1	ML239	Identification of a Selective Small-Molecule Inhibitor of Breast Cancer Stem Cells - Probe 1	http://www.ncbi.nlm.nih.gov/books/NBK133423	NCBI Bookshelf Probe Report	Probe present		MLS003442353	SMR002121604	"143472203, 114279607"	
	MLS003568129-01|NCGC00347064-01|NCGC00347064-02|NCGC00347064-03|NCGC00347064-04|NCGC00347064-05|NCGC00347064-06	COc1cccc2c(NCc3ccccc3)nc(nc12)-n1c(N)nc2ccccc12	ML240	"Selective, reversible inhibitors of the AAA ATPase p97"	http://www.ncbi.nlm.nih.gov/books/NBK133422	NCBI Bookshelf Probe Report	Probe present		"MLS003568129, MLS006028660"	SMR002239184	"143472230, 103904169"	
